"","ensembl_gene_id_orig","ensembl_gene_id","symbol","chromosome","start","end","size"
"344","ENSG00000127914","ENSG00000127914","AKAP9","7",91940840,92110673,169833
"345","ENSG00000166452","ENSG00000166452","AKIP1","11",8911139,8920084,8945
"346","ENSG00000174574","ENSG00000174574","AKIRIN1","1",38991276,39006059,14783
"347","ENSG00000117448","ENSG00000117448","AKR1A1","1",45550543,45570049,19506
"348","ENSG00000085662","ENSG00000085662","AKR1B1","7",134442356,134459284,16928
"349","ENSG00000198074","ENSG00000198074","AKR1B10","7",134527567,134541412,13845
"350","ENSG00000187134","ENSG00000187134","AKR1C1","10",4963253,4983283,20030
"351","ENSG00000151632","ENSG00000151632","AKR1C2","10",4987775,5018031,30256
"352","ENSG00000196139","ENSG00000196139","AKR1C3","10",5035354,5107686,72332
"353","ENSG00000198610","ENSG00000198610","AKR1C4","10",5195462,5218949,23487
"354","ENSG00000053371","ENSG00000053371","AKR7A2","1",19303965,19312144,8179
"355","ENSG00000162482","ENSG00000162482","AKR7A3","1",19282573,19288770,6197
"356","ENSG00000142208","ENSG00000142208","AKT1","14",104769349,104795759,26410
"357","ENSG00000105221","ENSG00000105221","AKT2","19",40230317,40285536,55219
"358","ENSG00000275199","ENSG00000275199","AKT3","HSCHR1_3_CTG32_1",500341,867542,367201
"359","ENSG00000166971","ENSG00000166971","AKTIP","16",53491040,53504411,13371
"360","ENSG00000023330","ENSG00000023330","ALAS1","3",52198086,52214327,16241
"361","ENSG00000158578","ENSG00000158578","ALAS2","X",55009055,55030977,21922
"362","ENSG00000163631","ENSG00000163631","ALB","4",73397114,73421482,24368
"363","ENSG00000170017","ENSG00000170017","ALCAM","3",105366909,105576900,209991
"364","ENSG00000059573","ENSG00000059573","ALDH18A1","10",95605941,95656711,50770
"365","ENSG00000165092","ENSG00000165092","ALDH1A1","9",72900671,73080442,179771
"366","ENSG00000128918","ENSG00000128918","ALDH1A2","15",57953424,58497866,544442
"367","ENSG00000184254","ENSG00000184254","ALDH1A3","15",100877714,100916626,38912
"368","ENSG00000137124","ENSG00000137124","ALDH1B1","9",38392702,38398661,5959
"369","ENSG00000144908","ENSG00000144908","ALDH1L1","3",126103562,126197994,94432
"370","ENSG00000111275","ENSG00000111275","ALDH2","12",111766887,111817532,50645
"371","ENSG00000108602","ENSG00000108602","ALDH3A1","17",19737984,19748943,10959
"372","ENSG00000072210","ENSG00000072210","ALDH3A2","17",19648136,19685760,37624
"373","ENSG00000006534","ENSG00000006534","ALDH3B1","11",68008578,68029282,20704
"374","ENSG00000132746","ENSG00000132746","ALDH3B2","11",67662155,67681224,19069
"375","ENSG00000159423","ENSG00000159423","ALDH4A1","1",18871430,18902724,31294
"376","ENSG00000112294","ENSG00000112294","ALDH5A1","6",24494867,24537207,42340
"377","ENSG00000119711","ENSG00000119711","ALDH6A1","14",74056847,74084492,27645
"378","ENSG00000164904","ENSG00000164904","ALDH7A1","5",126531200,126595362,64162
"379","ENSG00000118514","ENSG00000118514","ALDH8A1","6",134917393,134950115,32722
"380","ENSG00000143149","ENSG00000143149","ALDH9A1","1",165662216,165698562,36346
"381","ENSG00000149925","ENSG00000149925","ALDOA","16",30064164,30070457,6293
"382","ENSG00000136872","ENSG00000136872","ALDOB","9",101420560,101449664,29104
"383","ENSG00000109107","ENSG00000109107","ALDOC","17",28573115,28576948,3833
"384","ENSG00000182858","ENSG00000182858","ALG12","22",49900229,49918438,18209
"385","ENSG00000101901","ENSG00000101901","ALG13","X",111665811,111760649,94838
"386","ENSG00000214160","ENSG00000214160","ALG3","3",184242301,184249548,7247
"387","ENSG00000120697","ENSG00000120697","ALG5","13",36949738,37000763,51025
"388","ENSG00000088035","ENSG00000088035","ALG6","1",63367575,63438553,70978
"389","ENSG00000159063","ENSG00000159063","ALG8","11",78095244,78139660,44416
"390","ENSG00000086848","ENSG00000086848","ALG9","11",111782195,111871581,89386
"391","ENSG00000171094","ENSG00000171094","ALK","2",29192774,29921586,728812
"392","ENSG00000100601","ENSG00000100601","ALKBH1","14",77672404,77708023,35619
"393","ENSG00000160993","ENSG00000160993","ALKBH4","7",102456238,102464863,8625
"394","ENSG00000151360","ENSG00000151360","ALLC","2",3658200,3702671,44471
"395","ENSG00000116127","ENSG00000116127","ALMS1","2",73385758,73625166,239408
"396","ENSG00000108839","ENSG00000108839","ALOX12","17",6996049,7010754,14705
"397","ENSG00000179477","ENSG00000179477","ALOX12B","17",8072636,8087716,15080
"398","ENSG00000161905","ENSG00000161905","ALOX15","17",4630919,4642294,11375
"399","ENSG00000179593","ENSG00000179593","ALOX15B","17",8039034,8049134,10100
"400","ENSG00000275565","ENSG00000275565","ALOX5","HSCHR10_1_CTG2",215007,286950,71943
"401","ENSG00000132965","ENSG00000132965","ALOX5AP","13",30713478,30764426,50948
"402","ENSG00000179148","ENSG00000179148","ALOXE3","17",8095900,8119047,23147
"403","ENSG00000163295","ENSG00000163295","ALPI","2",232456125,232460753,4628
"404","ENSG00000073331","ENSG00000073331","ALPK1","4",112285509,112442621,157112
"405","ENSG00000136383","ENSG00000136383","ALPK3","15",84817356,84873479,56123
"406","ENSG00000162551","ENSG00000162551","ALPL","1",21509397,21578410,69013
"407","ENSG00000163283","ENSG00000163283","ALPP","2",232378724,232382889,4165
"408","ENSG00000180318","ENSG00000180318","ALX1","12",85280220,85301784,21564
"409","ENSG00000156150","ENSG00000156150","ALX3","1",110059870,110070672,10802
"410","ENSG00000242110","ENSG00000242110","AMACR","5",33986165,34008104,21939
"411","ENSG00000178522","ENSG00000178522","AMBN","4",70592256,70607288,15032
"412","ENSG00000106927","ENSG00000106927","AMBP","9",114060127,114078328,18201
"413","ENSG00000110497","ENSG00000110497","AMBRA1","11",46396414,46594125,197711
"414","ENSG00000123505","ENSG00000123505","AMD1","6",110874770,110898879,24109
"415","ENSG00000162066","ENSG00000162066","AMDHD2","16",2520357,2531422,11065
"416","ENSG00000159461","ENSG00000159461","AMFR","16",56361452,56425545,64093
"417","ENSG00000104899","ENSG00000104899","AMH","19",2249309,2252073,2764
"418","ENSG00000135409","ENSG00000135409","AMHR2","12",53423855,53431672,7817
"419","ENSG00000139211","ENSG00000139211","AMIGO2","12",47075707,47079959,4252
"420","ENSG00000101935","ENSG00000101935","AMMECR1","X",110194186,110440318,246132
"421","ENSG00000126016","ENSG00000126016","AMOT","X",112774503,112840831,66328
"422","ENSG00000114019","ENSG00000114019","AMOTL2","3",134355347,134375479,20132
"423","ENSG00000116337","ENSG00000116337","AMPD2","1",109616104,109632051,15947
"424","ENSG00000133805","ENSG00000133805","AMPD3","11",10308313,10507579,199266
"425","ENSG00000078053","ENSG00000078053","AMPH","7",38383704,38631420,247716
"426","ENSG00000145020","ENSG00000145020","AMT","3",49416778,49422685,5907
"427","ENSG00000174876","ENSG00000174876","AMY1B","1",103687415,103696454,9039
"428","ENSG00000243480","ENSG00000243480","AMY2A","1",103617427,103625780,8353
"429","ENSG00000240038","ENSG00000240038","AMY2B","1",103553815,103579534,25719
"430","ENSG00000196704","ENSG00000196704","AMZ2","17",68205481,68257712,52231
"431","ENSG00000164162","ENSG00000164162","ANAPC10","4",144831908,145098541,266633
"432","ENSG00000129055","ENSG00000129055","ANAPC13","3",134477706,134486716,9010
"433","ENSG00000110200","ENSG00000110200","ANAPC15","11",72106378,72112780,6402
"434","ENSG00000176248","ENSG00000176248","ANAPC2","9",137174784,137188560,13776
"435","ENSG00000089053","ENSG00000089053","ANAPC5","12",121308245,121399896,91651
"436","ENSG00000214274","ENSG00000214274","ANG","14",20684177,20698971,14794
"437","ENSG00000013523","ENSG00000013523","ANGEL1","14",76781733,76826246,44513
"438","ENSG00000174606","ENSG00000174606","ANGEL2","1",212992182,213015867,23685
"439","ENSG00000154188","ENSG00000154188","ANGPT1","8",107249482,107498055,248573
"440","ENSG00000091879","ENSG00000091879","ANGPT2","8",6499632,6563409,63777
"441","ENSG00000101280","ENSG00000101280","ANGPT4","20",869900,916334,46434
"442","ENSG00000136859","ENSG00000136859","ANGPTL2","9",127087348,127122635,35287
"443","ENSG00000132855","ENSG00000132855","ANGPTL3","1",62597520,62606313,8793
"444","ENSG00000167772","ENSG00000167772","ANGPTL4","19",8363289,8374370,11081
"445","ENSG00000171819","ENSG00000171819","ANGPTL7","1",11189355,11195981,6626
"446","ENSG00000130173","ENSG00000130173","ANGPTL8","19",11237502,11241943,4441
"447","ENSG00000029534","ENSG00000029534","ANK1","8",41653220,41896741,243521
"448","ENSG00000145362","ENSG00000145362","ANK2","4",112818032,113384221,566189
"449","ENSG00000151150","ENSG00000151150","ANK3","10",60026298,60733490,707192
"450","ENSG00000132623","ENSG00000132623","ANKEF1","20",9986126,10058303,72177
"451","ENSG00000185722","ENSG00000185722","ANKFY1","17",4163821,4263995,100174
"452","ENSG00000154122","ENSG00000154122","ANKH","5",14704800,14871778,166978
"453","ENSG00000131503","ENSG00000131503","ANKHD1","5",140401814,140539856,138042
"454","ENSG00000254996","ENSG00000254996","ANKHD1-EIF4EBP3","5",140401908,140549569,147661
"455","ENSG00000176915","ENSG00000176915","ANKLE2","12",132725503,132761832,36329
"456","ENSG00000144504","ENSG00000144504","ANKMY1","2",240479422,240569209,89787
"457","ENSG00000106524","ENSG00000106524","ANKMY2","7",16599779,16645817,46038
"458","ENSG00000164331","ENSG00000164331","ANKRA2","5",73552190,73565667,13477
"459","ENSG00000148677","ENSG00000148677","ANKRD1","10",90912096,90921087,8991
"460","ENSG00000088448","ENSG00000088448","ANKRD10","13",110878540,110915069,36529
"461","ENSG00000167522","ENSG00000167522","ANKRD11","16",89267630,89490561,222931
"462","ENSG00000101745","ENSG00000101745","ANKRD12","18",9136228,9285985,149757
"463","ENSG00000132466","ENSG00000132466","ANKRD17","4",73073376,73258798,185422
"464","ENSG00000165887","ENSG00000165887","ANKRD2","10",97572499,97583884,11385
"465","ENSG00000107890","ENSG00000107890","ANKRD26","10",26973793,27100494,126701
"466","ENSG00000105186","ENSG00000105186","ANKRD27","19",32597006,32676597,79591
"467","ENSG00000206560","ENSG00000206560","ANKRD28","3",15667236,15859771,192535
"468","ENSG00000235711","ENSG00000235711","ANKRD34C","15",79282722,79298239,15517
"469","ENSG00000135976","ENSG00000135976","ANKRD36","2",97113153,97264521,151368
"470","ENSG00000196912","ENSG00000196912","ANKRD36B","2",97492663,97589877,97214
"471","ENSG00000154945","ENSG00000154945","ANKRD40","17",50693198,50707914,14716
"472","ENSG00000186106","ENSG00000186106","ANKRD46","8",100509752,100559784,50032
"473","ENSG00000168876","ENSG00000168876","ANKRD49","11",94493979,94499578,5599
"474","ENSG00000164512","ENSG00000164512","ANKRD55","5",56099680,56233330,133650
"475","ENSG00000135299","ENSG00000135299","ANKRD6","6",89433152,89633834,200682
"476","ENSG00000106013","ENSG00000106013","ANKRD7","7",118214669,118496171,281502
"477","ENSG00000064999","ENSG00000064999","ANKS1A","6",34889255,35091406,202151
"478","ENSG00000185046","ENSG00000185046","ANKS1B","12",98726457,99984936,1258479
"479","ENSG00000163516","ENSG00000163516","ANKZF1","2",219229783,219236679,6896
"480","ENSG00000131620","ENSG00000131620","ANO1","11",69985907,70189530,203623
"481","ENSG00000160746","ENSG00000160746","ANO10","3",43354859,43691594,336735
"482","ENSG00000047617","ENSG00000047617","ANO2","12",5531869,5946232,414363
"483","ENSG00000134343","ENSG00000134343","ANO3","11",26188842,26663289,474447
"484","ENSG00000011201","ENSG00000011201","ANOS1","X",8528874,8732137,203263
"485","ENSG00000140350","ENSG00000140350","ANP32A","15",68778535,68820897,42362
"486","ENSG00000136938","ENSG00000136938","ANP32B","9",97983341,98015943,32602
"487","ENSG00000143401","ENSG00000143401","ANP32E","1",150218417,150236156,17739
"488","ENSG00000166825","ENSG00000166825","ANPEP","15",89784895,89815401,30506
"489","ENSG00000169604","ENSG00000169604","ANTXR1","2",69013176,69249327,236151
"490","ENSG00000135046","ENSG00000135046","ANXA1","9",73151865,73170393,18528
"491","ENSG00000109511","ENSG00000109511","ANXA10","4",168092537,168187736,95199
"492","ENSG00000122359","ENSG00000122359","ANXA11","10",80150889,80205572,54683
"493","ENSG00000104537","ENSG00000104537","ANXA13","8",123680794,123737402,56608
"494","ENSG00000182718","ENSG00000182718","ANXA2","15",60347134,60402883,55749
"495","ENSG00000138772","ENSG00000138772","ANXA3","4",78551747,78610451,58704
"496","ENSG00000196975","ENSG00000196975","ANXA4","2",69644425,69827112,182687
"497","ENSG00000164111","ENSG00000164111","ANXA5","4",121667946,121696995,29049
"498","ENSG00000197043","ENSG00000197043","ANXA6","5",151100706,151157815,57109
"499","ENSG00000138279","ENSG00000138279","ANXA7","10",73375101,73414076,38975
"500","ENSG00000264230","ENSG00000264230","ANXA8L1","10",46375627,46391784,16157
"501","ENSG00000143412","ENSG00000143412","ANXA9","1",150982249,150995634,13385
"502","ENSG00000136250","ENSG00000136250","AOAH","7",36512941,36724549,211608
"503","ENSG00000002726","ENSG00000002726","AOC1","7",150824627,150861504,36877
"504","ENSG00000131480","ENSG00000131480","AOC2","17",42844580,42850707,6127
"505","ENSG00000131471","ENSG00000131471","AOC3","17",42851184,42858130,6946
"506","ENSG00000138356","ENSG00000138356","AOX1","2",200586014,200677064,91050
"507","ENSG00000138660","ENSG00000138660","AP1AR","4",112231740,112273110,41370
"508","ENSG00000100280","ENSG00000100280","AP1B1","22",29327680,29388583,60903
"509","ENSG00000166747","ENSG00000166747","AP1G1","16",71729000,71809201,80201
"510","ENSG00000129354","ENSG00000129354","AP1M2","19",10572671,10587315,14644
"511","ENSG00000106367","ENSG00000106367","AP1S1","7",101154456,101161596,7140
"512","ENSG00000182287","ENSG00000182287","AP1S2","X",15825806,15854931,29125
"513","ENSG00000281385","ENSG00000281385","AP2A2","HSCHR11_3_CTG1",3478,81830,78352
"514","ENSG00000006125","ENSG00000006125","AP2B1","17",35578046,35726413,148367
"515","ENSG00000161203","ENSG00000161203","AP2M1","3",184174689,184184214,9525
"516","ENSG00000042753","ENSG00000042753","AP2S1","19",46838136,46850846,12710
"517","ENSG00000132842","ENSG00000132842","AP3B1","5",78000522,78294762,294240
"518","ENSG00000103723","ENSG00000103723","AP3B2","15",82659281,82710112,50831
"519","ENSG00000065000","ENSG00000065000","AP3D1","19",2100988,2164468,63480
"520","ENSG00000070718","ENSG00000070718","AP3M2","8",42152946,42171673,18727
"521","ENSG00000177879","ENSG00000177879","AP3S1","5",115841592,115914081,72489
"522","ENSG00000157823","ENSG00000157823","AP3S2","15",89830599,89894638,64039
"523","ENSG00000081014","ENSG00000081014","AP4E1","15",50908672,51005895,97223
"524","ENSG00000221838","ENSG00000221838","AP4M1","7",100100858,100110345,9487
"525","ENSG00000100478","ENSG00000100478","AP4S1","14",31025106,31130996,105890
"526","ENSG00000053770","ENSG00000053770","AP5M1","14",57268924,57298742,29818
"527","ENSG00000125843","ENSG00000125843","AP5S1","20",3820524,3828838,8314
"528","ENSG00000242802","ENSG00000242802","AP5Z1","7",4775615,4794397,18782
"529","ENSG00000120868","ENSG00000120868","APAF1","12",98645149,98735433,90284
"530","ENSG00000276497","ENSG00000276497","APBA1","HSCHR9_1_CTG2",21985,70597,48612
"531","ENSG00000276495","ENSG00000276495","APBA2","HSCHR15_4_CTG8",1194322,1393362,199040
"532","ENSG00000011132","ENSG00000011132","APBA3","19",3750772,3761692,10920
"533","ENSG00000166313","ENSG00000166313","APBB1","11",6395125,6419414,24289
"534","ENSG00000077420","ENSG00000077420","APBB1IP","10",26438341,26567803,129462
"535","ENSG00000163697","ENSG00000163697","APBB2","4",40810027,41216714,406687
"536","ENSG00000113108","ENSG00000113108","APBB3","5",140558268,140564781,6513
"537","ENSG00000134982","ENSG00000134982","APC","5",112707518,112846239,138721
"538","ENSG00000115266","ENSG00000115266","APC2","19",1446302,1473244,26942
"539","ENSG00000132703","ENSG00000132703","APCS","1",159587826,159588865,1039
"540","ENSG00000164062","ENSG00000164062","APEH","3",49674014,49683971,9957
"541","ENSG00000100823","ENSG00000100823","APEX1","14",20455191,20457772,2581
"542","ENSG00000169188","ENSG00000169188","APEX2","X",55000363,55009057,8694
"543","ENSG00000117362","ENSG00000117362","APH1A","1",150265399,150269580,4181
"544","ENSG00000138613","ENSG00000138613","APH1B","15",63276018,63309126,33108
"545","ENSG00000166181","ENSG00000166181","API5","11",43311963,43344529,32566
"546","ENSG00000149089","ENSG00000149089","APIP","11",34853094,34916379,63285
"547","ENSG00000134817","ENSG00000134817","APLNR","11",57233577,57237250,3673
"548","ENSG00000105290","ENSG00000105290","APLP1","19",35867899,35879792,11893
"549","ENSG00000084234","ENSG00000084234","APLP2","11",130068147,130144811,76664
"550","ENSG00000101474","ENSG00000101474","APMAP","20",24962925,24992751,29826
"551","ENSG00000118137","ENSG00000118137","APOA1","11",116835751,116837622,1871
"552","ENSG00000110244","ENSG00000110244","APOA4","11",116820700,116823304,2604
"553","ENSG00000084674","ENSG00000084674","APOB","2",21001429,21044073,42644
"554","ENSG00000124701","ENSG00000124701","APOBEC2","6",41053202,41064891,11689
"555","ENSG00000179750","ENSG00000179750","APOBEC3B","22",38982347,38992804,10457
"556","ENSG00000244509","ENSG00000244509","APOBEC3C","22",39014257,39020352,6095
"557","ENSG00000128394","ENSG00000128394","APOBEC3F","22",39040604,39055972,15368
"558","ENSG00000239713","ENSG00000239713","APOBEC3G","22",39077067,39087743,10676
"559","ENSG00000184730","ENSG00000184730","APOBR","16",28494643,28498964,4321
"560","ENSG00000130208","ENSG00000130208","APOC1","19",44914247,44919349,5102
"561","ENSG00000110245","ENSG00000110245","APOC3","11",116829706,116833072,3366
"562","ENSG00000267467","ENSG00000267467","APOC4","19",44942237,44945496,3259
"563","ENSG00000189058","ENSG00000189058","APOD","3",195568705,195584033,15328
"564","ENSG00000130203","ENSG00000130203","APOE","19",44905791,44909393,3602
"565","ENSG00000175336","ENSG00000175336","APOF","12",56360568,56362857,2289
"566","ENSG00000091583","ENSG00000091583","APOH","17",66212033,66256525,44492
